,subject_id,presentation,higher_m,higher_p
80,87,alternatives,0.6666666666666666,0.8666666666666667
81,88,alternatives,0.7333333333333333,0.5666666666666667
82,89,alternatives,0.3,0.4
83,90,alternatives,0.8333333333333334,0.7666666666666667
84,92,alternatives,0.5,0.6666666666666666
85,93,alternatives,0.5,0.5666666666666667
86,94,alternatives,0.5,0.6
87,95,alternatives,0.5333333333333333,0.43333333333333335
88,96,alternatives,0.6333333333333333,0.6666666666666666
89,97,alternatives,0.5666666666666667,0.7666666666666667
90,98,alternatives,0.5666666666666667,0.6
91,99,alternatives,0.6333333333333333,0.5333333333333333
92,100,alternatives,0.6333333333333333,0.7
93,101,alternatives,0.9333333333333333,0.9333333333333333
94,102,alternatives,0.6,0.7
95,103,alternatives,0.8,0.7333333333333333
96,104,alternatives,0.6666666666666666,0.6333333333333333
97,105,alternatives,0.6,0.6
98,106,alternatives,0.26666666666666666,0.3
99,107,alternatives,0.5333333333333333,0.6666666666666666
100,109,alternatives,0.43333333333333335,0.5
101,110,alternatives,1.0,0.9666666666666667
102,111,alternatives,0.43333333333333335,0.36666666666666664
103,112,alternatives,0.7,0.8
104,113,alternatives,0.3,0.26666666666666666
105,114,alternatives,0.6666666666666666,0.7666666666666667
106,115,alternatives,0.6,0.6666666666666666
107,116,alternatives,0.7333333333333333,0.7666666666666667
108,117,alternatives,0.9,0.8
109,120,alternatives,0.7666666666666667,0.7
110,122,alternatives,0.6,0.4666666666666667
111,123,alternatives,0.4666666666666667,0.43333333333333335
112,124,alternatives,0.3333333333333333,0.43333333333333335
113,125,alternatives,0.8333333333333334,0.7666666666666667
114,126,alternatives,0.7333333333333333,0.7333333333333333
115,127,alternatives,0.5666666666666667,0.6666666666666666
116,128,alternatives,0.5333333333333333,0.6666666666666666
117,129,alternatives,0.5,0.5333333333333333
118,131,alternatives,0.5333333333333333,0.5
119,132,alternatives,0.4666666666666667,0.5
120,133,alternatives,0.8666666666666667,0.7333333333333333
121,134,alternatives,0.5666666666666667,0.5666666666666667
122,135,alternatives,0.26666666666666666,0.26666666666666666
123,136,alternatives,0.7666666666666667,0.7
124,137,alternatives,0.03333333333333333,0.1
125,138,alternatives,0.0,0.0
126,139,alternatives,0.5333333333333333,0.5666666666666667
127,140,alternatives,0.8666666666666667,0.9
128,141,alternatives,0.8333333333333334,0.7666666666666667
129,142,alternatives,0.5666666666666667,0.6333333333333333
130,143,alternatives,0.4,0.6666666666666666
131,144,alternatives,0.5,0.5
132,145,alternatives,0.5333333333333333,0.7
133,146,alternatives,0.7333333333333333,0.8
134,147,alternatives,0.7,0.7666666666666667
135,148,alternatives,0.7,0.7666666666666667
136,149,alternatives,0.9333333333333333,0.9666666666666667
137,150,alternatives,0.4,0.5666666666666667
138,151,alternatives,0.7333333333333333,0.7666666666666667
139,153,alternatives,0.4666666666666667,0.5
140,154,alternatives,0.9666666666666667,0.9666666666666667
141,155,alternatives,0.7,0.8333333333333334
142,156,alternatives,0.5333333333333333,0.6333333333333333
143,157,alternatives,1.0,1.0
144,159,alternatives,0.5,0.6333333333333333
145,160,alternatives,0.5,0.6666666666666666
146,161,alternatives,0.8,0.9
147,162,alternatives,0.43333333333333335,0.5333333333333333
148,163,alternatives,0.4666666666666667,0.4
149,164,alternatives,0.7333333333333333,0.7
150,166,alternatives,0.23333333333333334,0.36666666666666664
151,167,alternatives,0.4666666666666667,0.26666666666666666
152,168,alternatives,0.8666666666666667,0.9
153,170,alternatives,0.6333333333333333,0.6666666666666666
154,171,alternatives,0.43333333333333335,0.5666666666666667
155,172,alternatives,0.2,0.23333333333333334
156,174,alternatives,0.43333333333333335,0.43333333333333335
157,175,alternatives,0.43333333333333335,0.5333333333333333
158,176,alternatives,0.6,0.7
159,177,alternatives,0.4666666666666667,0.6333333333333333
160,178,alternatives,0.6333333333333333,0.7
161,179,alternatives,0.26666666666666666,0.16666666666666666
162,180,alternatives,0.6333333333333333,0.8
163,182,alternatives,0.43333333333333335,0.5666666666666667
164,184,alternatives,1.0,1.0
165,185,alternatives,0.4666666666666667,0.5333333333333333
166,186,alternatives,0.3333333333333333,0.6
167,188,alternatives,0.23333333333333334,0.23333333333333334
168,189,alternatives,0.7333333333333333,0.7333333333333333
169,190,alternatives,0.5666666666666667,0.5666666666666667
170,191,alternatives,0.3333333333333333,0.4666666666666667
171,192,alternatives,1.0,1.0
172,194,alternatives,0.4,0.6
173,195,alternatives,0.8,0.7333333333333333
174,196,alternatives,0.5,0.5666666666666667
175,197,alternatives,0.9666666666666667,0.9666666666666667
176,198,alternatives,0.6666666666666666,0.6666666666666666
177,199,alternatives,0.4666666666666667,0.4666666666666667
