,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
duration_favours_fx|subject_id[151],0.006,0.071,-0.146,0.17,0.001,0.001,6699.0,4350.0,7073.0,5561.0,1.0,
duration_favours_fx|subject_id[152],-0.005,0.068,-0.156,0.134,0.001,0.001,5798.0,3879.0,6565.0,5438.0,1.0,
duration_favours_fx|subject_id[153],-0.015,0.073,-0.178,0.129,0.001,0.001,5348.0,3754.0,6027.0,4913.0,1.0,
duration_favours_fx|subject_id[154],-0.004,0.069,-0.154,0.149,0.001,0.001,6417.0,4828.0,6485.0,6154.0,1.0,
duration_favours_fx|subject_id[155],0.012,0.071,-0.138,0.16,0.001,0.001,5347.0,5032.0,5666.0,5450.0,1.0,
duration_favours_fx|subject_id[156],-0.003,0.07,-0.166,0.142,0.001,0.001,6413.0,4304.0,6695.0,5856.0,1.0,
duration_favours_fx|subject_id[157],0.004,0.067,-0.144,0.149,0.001,0.001,5703.0,4269.0,6299.0,5233.0,1.0,
duration_favours_fx|subject_id[158],0.001,0.067,-0.142,0.141,0.001,0.001,5678.0,4739.0,5988.0,5684.0,1.0,
duration_favours_fx|subject_id[159],0.004,0.068,-0.142,0.156,0.001,0.001,6079.0,3923.0,6417.0,4653.0,1.0,
duration_favours_fx|subject_id[160],-0.007,0.07,-0.16,0.144,0.001,0.001,5548.0,4213.0,6128.0,5597.0,1.0,
duration_favours_fx|subject_id[161],0.009,0.068,-0.135,0.157,0.001,0.001,6183.0,5111.0,6268.0,6179.0,1.0,
duration_favours_fx|subject_id[162],-0.008,0.069,-0.162,0.134,0.001,0.001,5366.0,3726.0,5960.0,5159.0,1.0,
duration_favours_fx|subject_id[163],-0.011,0.071,-0.178,0.132,0.001,0.001,6520.0,4724.0,6839.0,5530.0,1.0,
duration_favours_fx|subject_id[164],-0.004,0.071,-0.169,0.14,0.001,0.001,5895.0,4423.0,6165.0,5317.0,1.0,
duration_favours_fx|subject_id[165],-0.003,0.067,-0.163,0.131,0.001,0.001,6353.0,4487.0,6380.0,5636.0,1.0,
duration_favours_fx|subject_id[166],0.013,0.07,-0.128,0.174,0.001,0.001,6427.0,3171.0,7793.0,5849.0,1.0,
duration_favours_fx|subject_id[167],-0.016,0.072,-0.198,0.115,0.001,0.001,5563.0,4490.0,6522.0,5304.0,1.0,
duration_favours_fx|subject_id[168],0.006,0.07,-0.14,0.164,0.001,0.001,5363.0,4361.0,5900.0,5019.0,1.0,
duration_favours_fx|subject_id[169],-0.013,0.069,-0.164,0.134,0.001,0.001,6022.0,4451.0,6737.0,5994.0,1.0,
duration_favours_fx|subject_id[170],0.009,0.069,-0.132,0.171,0.001,0.001,5962.0,4831.0,6049.0,5330.0,1.0,
duration_favours_fx|subject_id[171],-0.001,0.072,-0.15,0.164,0.001,0.001,6436.0,4312.0,6854.0,5402.0,1.0,
duration_favours_fx|subject_id[172],-0.01,0.07,-0.174,0.127,0.001,0.001,6360.0,4255.0,7008.0,5763.0,1.0,
duration_favours_fx|subject_id[173],-0.002,0.07,-0.162,0.15,0.001,0.001,6180.0,4491.0,6730.0,5283.0,1.0,
duration_favours_fx|subject_id[174],0.0,0.069,-0.149,0.15,0.001,0.001,5527.0,5159.0,5390.0,6025.0,1.0,
duration_favours_fx|subject_id[175],-0.004,0.07,-0.15,0.152,0.001,0.001,5594.0,3950.0,6283.0,4756.0,1.0,
duration_favours_fx|subject_id[176],0.013,0.072,-0.135,0.167,0.001,0.001,6465.0,4605.0,7067.0,5520.0,1.0,
duration_favours_fx|subject_id[177],0.001,0.071,-0.15,0.161,0.001,0.001,6280.0,4905.0,6836.0,5202.0,1.0,
last_stage_favours_fx|subject_id_sigma,0.204,0.076,0.04,0.341,0.002,0.002,1183.0,1183.0,1269.0,1130.0,1.0,1.0
last_stage_favours_fx|subject_id[0],-0.054,0.191,-0.459,0.314,0.002,0.002,6320.0,3078.0,6454.0,4927.0,1.0,
last_stage_favours_fx|subject_id[1],0.122,0.195,-0.229,0.544,0.003,0.002,5335.0,3963.0,5599.0,5658.0,1.0,
last_stage_favours_fx|subject_id[2],0.067,0.198,-0.31,0.501,0.003,0.003,5074.0,3106.0,5372.0,3986.0,1.0,
last_stage_favours_fx|subject_id[3],-0.022,0.197,-0.429,0.387,0.003,0.003,5342.0,2926.0,5497.0,4236.0,1.0,
last_stage_favours_fx|subject_id[4],0.032,0.186,-0.347,0.416,0.002,0.002,6358.0,3574.0,6435.0,5216.0,1.0,
last_stage_favours_fx|subject_id[5],0.072,0.207,-0.316,0.52,0.003,0.003,5201.0,2877.0,5647.0,3578.0,1.0,
last_stage_favours_fx|subject_id[6],0.002,0.198,-0.395,0.405,0.002,0.002,7111.0,3331.0,7179.0,5256.0,1.0,
last_stage_favours_fx|subject_id[7],-0.136,0.2,-0.556,0.228,0.003,0.002,4183.0,3442.0,4302.0,4936.0,1.0,
last_stage_favours_fx|subject_id[8],-0.061,0.203,-0.486,0.333,0.003,0.003,5158.0,2888.0,5292.0,4100.0,1.0,
last_stage_favours_fx|subject_id[9],-0.068,0.194,-0.461,0.317,0.003,0.002,5846.0,3364.0,5991.0,5284.0,1.0,
last_stage_favours_fx|subject_id[10],-0.107,0.196,-0.517,0.259,0.003,0.002,5536.0,3814.0,5790.0,5327.0,1.0,
last_stage_favours_fx|subject_id[11],0.094,0.196,-0.296,0.492,0.003,0.002,5646.0,3798.0,5775.0,5247.0,1.0,
last_stage_favours_fx|subject_id[12],0.179,0.202,-0.17,0.607,0.003,0.003,3434.0,3115.0,3633.0,4060.0,1.0,
last_stage_favours_fx|subject_id[13],-0.002,0.199,-0.392,0.416,0.002,0.003,6352.0,2635.0,6503.0,4443.0,1.0,
last_stage_favours_fx|subject_id[14],0.05,0.2,-0.33,0.48,0.003,0.003,5883.0,2878.0,6221.0,4349.0,1.0,
last_stage_favours_fx|subject_id[15],0.088,0.191,-0.279,0.499,0.002,0.002,6080.0,3674.0,6272.0,4515.0,1.0,
last_stage_favours_fx|subject_id[16],-0.065,0.2,-0.508,0.304,0.003,0.002,5444.0,3526.0,5529.0,4989.0,1.0,
last_stage_favours_fx|subject_id[17],-0.118,0.204,-0.577,0.249,0.003,0.002,4516.0,3412.0,4752.0,4558.0,1.0,
last_stage_favours_fx|subject_id[18],-0.162,0.23,-0.64,0.249,0.004,0.003,3251.0,2976.0,3350.0,4409.0,1.0,
last_stage_favours_fx|subject_id[19],-0.063,0.197,-0.477,0.32,0.003,0.002,4876.0,3693.0,4958.0,4659.0,1.0,
last_stage_favours_fx|subject_id[20],-0.027,0.196,-0.432,0.36,0.002,0.002,6324.0,3793.0,6406.0,4494.0,1.0,
last_stage_favours_fx|subject_id[21],-0.028,0.192,-0.42,0.373,0.002,0.003,6958.0,2893.0,7140.0,4907.0,1.0,
last_stage_favours_fx|subject_id[22],0.108,0.206,-0.257,0.562,0.003,0.003,3601.0,2989.0,3765.0,4190.0,1.0,
last_stage_favours_fx|subject_id[23],-0.074,0.212,-0.527,0.327,0.003,0.002,5357.0,3733.0,5473.0,4836.0,1.0,
last_stage_favours_fx|subject_id[24],-0.026,0.19,-0.418,0.359,0.002,0.002,6690.0,3489.0,6818.0,4875.0,1.0,
last_stage_favours_fx|subject_id[25],-0.009,0.193,-0.389,0.4,0.002,0.002,5992.0,3047.0,6129.0,4516.0,1.0,
last_stage_favours_fx|subject_id[26],-0.136,0.203,-0.604,0.203,0.003,0.002,4407.0,3357.0,4581.0,4981.0,1.0,
last_stage_favours_fx|subject_id[27],-0.056,0.198,-0.484,0.315,0.003,0.002,6224.0,3652.0,6329.0,5385.0,1.0,
last_stage_favours_fx|subject_id[28],0.048,0.184,-0.31,0.436,0.002,0.002,6270.0,3061.0,6560.0,4718.0,1.0,
last_stage_favours_fx|subject_id[29],0.145,0.202,-0.235,0.554,0.003,0.002,4843.0,3706.0,5027.0,5340.0,1.0,
last_stage_favours_fx|subject_id[30],0.145,0.202,-0.206,0.583,0.003,0.002,3682.0,3418.0,3827.0,4600.0,1.0,
last_stage_favours_fx|subject_id[31],0.041,0.192,-0.344,0.434,0.003,0.002,5360.0,3686.0,5410.0,5053.0,1.0,
last_stage_favours_fx|subject_id[32],-0.025,0.168,-0.37,0.305,0.002,0.002,6932.0,3518.0,6954.0,5439.0,1.0,
last_stage_favours_fx|subject_id[33],-0.178,0.215,-0.633,0.198,0.004,0.003,3554.0,3028.0,3711.0,4227.0,1.0,
last_stage_favours_fx|subject_id[34],0.043,0.192,-0.32,0.464,0.002,0.002,7816.0,3702.0,7847.0,6090.0,1.0,
last_stage_favours_fx|subject_id[35],0.034,0.194,-0.35,0.438,0.003,0.003,5881.0,2944.0,6075.0,4517.0,1.0,
last_stage_favours_fx|subject_id[36],-0.204,0.206,-0.666,0.133,0.004,0.003,3340.0,3340.0,3243.0,4569.0,1.0,
last_stage_favours_fx|subject_id[37],-0.044,0.202,-0.486,0.336,0.003,0.003,5847.0,3159.0,5992.0,4916.0,1.0,
last_stage_favours_fx|subject_id[38],0.001,0.194,-0.384,0.407,0.002,0.003,6168.0,2935.0,6597.0,4293.0,1.0,
last_stage_favours_fx|subject_id[39],0.008,0.203,-0.426,0.412,0.003,0.002,6375.0,3430.0,6464.0,5204.0,1.0,
last_stage_favours_fx|subject_id[40],-0.02,0.2,-0.407,0.399,0.003,0.003,5702.0,2761.0,5988.0,4574.0,1.0,
last_stage_favours_fx|subject_id[41],0.109,0.205,-0.286,0.547,0.003,0.003,4908.0,3188.0,5267.0,4090.0,1.0,
last_stage_favours_fx|subject_id[42],-0.02,0.209,-0.45,0.409,0.003,0.003,5499.0,3145.0,5631.0,3859.0,1.0,
last_stage_favours_fx|subject_id[43],0.023,0.195,-0.368,0.428,0.002,0.002,6293.0,3227.0,6396.0,4581.0,1.0,
last_stage_favours_fx|subject_id[44],-0.06,0.209,-0.482,0.359,0.003,0.003,5688.0,2446.0,5959.0,4521.0,1.0,
last_stage_favours_fx|subject_id[45],0.049,0.195,-0.322,0.468,0.003,0.002,5467.0,3336.0,5586.0,4456.0,1.0,
last_stage_favours_fx|subject_id[46],-0.109,0.194,-0.517,0.251,0.003,0.002,4709.0,3148.0,5006.0,4636.0,1.0,
last_stage_favours_fx|subject_id[47],-0.057,0.211,-0.496,0.351,0.003,0.002,5606.0,3919.0,5602.0,5726.0,1.0,
last_stage_favours_fx|subject_id[48],-0.044,0.201,-0.443,0.374,0.002,0.003,6564.0,3059.0,6662.0,5041.0,1.0,
last_stage_favours_fx|subject_id[49],0.088,0.198,-0.286,0.507,0.003,0.003,4367.0,3007.0,4531.0,3984.0,1.0,
last_stage_favours_fx|subject_id[50],0.083,0.197,-0.301,0.487,0.002,0.002,6522.0,3388.0,6768.0,5122.0,1.0,
last_stage_favours_fx|subject_id[51],-0.013,0.208,-0.439,0.418,0.003,0.003,5909.0,2862.0,5942.0,4546.0,1.0,
last_stage_favours_fx|subject_id[52],-0.084,0.202,-0.535,0.289,0.003,0.003,4883.0,2906.0,5009.0,4432.0,1.0,
last_stage_favours_fx|subject_id[53],-0.088,0.189,-0.479,0.275,0.003,0.002,4343.0,2979.0,4491.0,4658.0,1.0,
last_stage_favours_fx|subject_id[54],0.051,0.188,-0.344,0.425,0.002,0.002,6184.0,4052.0,6321.0,5293.0,1.0,
last_stage_favours_fx|subject_id[55],-0.01,0.195,-0.411,0.384,0.002,0.003,6943.0,2733.0,7249.0,4904.0,1.0,
last_stage_favours_fx|subject_id[56],0.03,0.194,-0.351,0.445,0.003,0.002,5397.0,3131.0,5662.0,4655.0,1.0,
last_stage_favours_fx|subject_id[57],-0.063,0.204,-0.47,0.365,0.003,0.003,5202.0,2989.0,5496.0,4176.0,1.0,
last_stage_favours_fx|subject_id[58],0.09,0.202,-0.295,0.524,0.003,0.003,4877.0,3223.0,5131.0,3945.0,1.0,
last_stage_favours_fx|subject_id[59],-0.002,0.198,-0.432,0.377,0.002,0.003,6851.0,3103.0,6870.0,4985.0,1.0,
last_stage_favours_fx|subject_id[60],-0.139,0.203,-0.583,0.226,0.003,0.002,4448.0,3948.0,4581.0,5229.0,1.0,
last_stage_favours_fx|subject_id[61],-0.154,0.208,-0.576,0.237,0.003,0.003,4002.0,3259.0,4165.0,4998.0,1.0,
last_stage_favours_fx|subject_id[62],0.022,0.204,-0.414,0.418,0.002,0.003,6660.0,3311.0,6662.0,4801.0,1.0,
last_stage_favours_fx|subject_id[63],0.013,0.199,-0.394,0.417,0.003,0.003,4901.0,2778.0,4971.0,4328.0,1.0,
last_stage_favours_fx|subject_id[64],0.11,0.211,-0.29,0.555,0.003,0.003,4947.0,3030.0,5224.0,3961.0,1.0,
last_stage_favours_fx|subject_id[65],-0.104,0.203,-0.538,0.269,0.003,0.003,5004.0,2918.0,5412.0,4197.0,1.0,
last_stage_favours_fx|subject_id[66],-0.024,0.2,-0.421,0.404,0.003,0.003,6210.0,2714.0,6622.0,3893.0,1.0,
last_stage_favours_fx|subject_id[67],0.098,0.198,-0.298,0.497,0.003,0.002,4463.0,3540.0,4584.0,4676.0,1.0,
last_stage_favours_fx|subject_id[68],-0.036,0.184,-0.432,0.316,0.002,0.002,5883.0,3943.0,5997.0,5264.0,1.0,
last_stage_favours_fx|subject_id[69],0.131,0.206,-0.246,0.564,0.003,0.003,3787.0,3202.0,3948.0,4401.0,1.0,
last_stage_favours_fx|subject_id[70],-0.066,0.191,-0.468,0.301,0.003,0.002,5360.0,3736.0,5485.0,5118.0,1.0,
last_stage_favours_fx|subject_id[71],0.007,0.204,-0.415,0.412,0.003,0.003,6158.0,3180.0,6338.0,5048.0,1.0,
last_stage_favours_fx|subject_id[72],0.053,0.2,-0.336,0.471,0.003,0.002,6282.0,3408.0,6563.0,5095.0,1.0,
last_stage_favours_fx|subject_id[73],-0.008,0.196,-0.419,0.376,0.002,0.003,6300.0,3047.0,6466.0,4991.0,1.0,
last_stage_favours_fx|subject_id[74],0.052,0.199,-0.311,0.486,0.003,0.003,6072.0,3099.0,6224.0,5120.0,1.0,
last_stage_favours_fx|subject_id[75],-0.028,0.192,-0.436,0.355,0.003,0.003,5327.0,2686.0,5606.0,4253.0,1.0,
last_stage_favours_fx|subject_id[76],-0.084,0.197,-0.515,0.289,0.003,0.002,5649.0,4061.0,5684.0,5347.0,1.0,
last_stage_favours_fx|subject_id[77],0.051,0.186,-0.304,0.464,0.002,0.002,5995.0,3075.0,6048.0,4698.0,1.0,
last_stage_favours_fx|subject_id[78],-0.077,0.207,-0.512,0.313,0.003,0.002,5140.0,3545.0,5218.0,4958.0,1.0,
last_stage_favours_fx|subject_id[79],-0.051,0.212,-0.513,0.357,0.003,0.002,6634.0,3634.0,6759.0,4884.0,1.0,
last_stage_favours_fx|subject_id[80],0.077,0.199,-0.322,0.484,0.003,0.003,5592.0,2802.0,6127.0,4599.0,1.0,
last_stage_favours_fx|subject_id[81],-0.139,0.21,-0.589,0.233,0.003,0.002,4831.0,3920.0,4958.0,5059.0,1.0,
last_stage_favours_fx|subject_id[82],0.115,0.193,-0.249,0.527,0.003,0.002,4741.0,4100.0,4855.0,4946.0,1.0,
last_stage_favours_fx|subject_id[83],-0.064,0.205,-0.483,0.346,0.002,0.002,7133.0,3428.0,7252.0,5604.0,1.0,
last_stage_favours_fx|subject_id[84],0.101,0.191,-0.261,0.502,0.003,0.002,5082.0,3591.0,5290.0,4713.0,1.0,
last_stage_favours_fx|subject_id[85],0.034,0.186,-0.322,0.441,0.002,0.002,5996.0,3875.0,6014.0,5538.0,1.0,
last_stage_favours_fx|subject_id[86],-0.027,0.191,-0.416,0.364,0.002,0.002,6272.0,3286.0,6397.0,4759.0,1.0,
last_stage_favours_fx|subject_id[87],-0.032,0.191,-0.406,0.368,0.002,0.002,7277.0,3324.0,7341.0,5250.0,1.0,
last_stage_favours_fx|subject_id[88],-0.062,0.203,-0.485,0.353,0.003,0.003,6325.0,3285.0,6473.0,4121.0,1.0,
last_stage_favours_fx|subject_id[89],0.03,0.2,-0.354,0.465,0.002,0.003,6550.0,2907.0,6713.0,4822.0,1.0,
last_stage_favours_fx|subject_id[90],0.05,0.194,-0.33,0.454,0.003,0.002,5644.0,3532.0,5761.0,5133.0,1.0,
last_stage_favours_fx|subject_id[91],-0.047,0.191,-0.434,0.345,0.002,0.002,6852.0,3532.0,7013.0,4934.0,1.0,
last_stage_favours_fx|subject_id[92],0.028,0.183,-0.328,0.421,0.002,0.002,7204.0,3349.0,7302.0,5893.0,1.0,
last_stage_favours_fx|subject_id[93],-0.014,0.207,-0.454,0.395,0.003,0.003,5488.0,2920.0,5773.0,4860.0,1.0,
last_stage_favours_fx|subject_id[94],0.051,0.196,-0.311,0.487,0.003,0.002,4741.0,3301.0,4865.0,4430.0,1.0,
last_stage_favours_fx|subject_id[95],-0.063,0.197,-0.494,0.307,0.003,0.002,6039.0,3537.0,6241.0,5331.0,1.0,
last_stage_favours_fx|subject_id[96],-0.046,0.189,-0.432,0.327,0.002,0.002,5899.0,3214.0,6171.0,4171.0,1.0,
last_stage_favours_fx|subject_id[97],0.011,0.193,-0.378,0.414,0.003,0.002,5727.0,3222.0,5885.0,4163.0,1.0,
last_stage_favours_fx|subject_id[98],0.126,0.199,-0.244,0.547,0.003,0.002,5006.0,3221.0,5236.0,4829.0,1.0,
last_stage_favours_fx|subject_id[99],0.031,0.184,-0.336,0.417,0.002,0.002,6944.0,3029.0,7094.0,4939.0,1.0,
last_stage_favours_fx|subject_id[100],-0.018,0.186,-0.392,0.363,0.002,0.002,6949.0,3473.0,7020.0,5560.0,1.0,
last_stage_favours_fx|subject_id[101],-0.006,0.206,-0.447,0.406,0.003,0.003,6527.0,3310.0,6735.0,4987.0,1.0,
last_stage_favours_fx|subject_id[102],-0.031,0.188,-0.407,0.363,0.002,0.002,6621.0,3936.0,6675.0,5782.0,1.0,
last_stage_favours_fx|subject_id[103],0.019,0.195,-0.377,0.424,0.002,0.002,6416.0,3618.0,6349.0,5765.0,1.0,
last_stage_favours_fx|subject_id[104],0.004,0.189,-0.36,0.402,0.002,0.002,6112.0,3333.0,6130.0,4751.0,1.0,
last_stage_favours_fx|subject_id[105],0.035,0.203,-0.363,0.464,0.003,0.003,5338.0,2847.0,5679.0,4273.0,1.0,
last_stage_favours_fx|subject_id[106],0.02,0.2,-0.375,0.441,0.003,0.002,6320.0,3528.0,6464.0,4934.0,1.0,
last_stage_favours_fx|subject_id[107],-0.038,0.209,-0.474,0.378,0.003,0.003,4843.0,2895.0,4928.0,4485.0,1.0,
last_stage_favours_fx|subject_id[108],-0.1,0.21,-0.552,0.3,0.003,0.003,5479.0,3387.0,5751.0,5135.0,1.0,
last_stage_favours_fx|subject_id[109],0.018,0.196,-0.38,0.426,0.002,0.002,7133.0,3200.0,7115.0,4979.0,1.0,
last_stage_favours_fx|subject_id[110],-0.116,0.204,-0.544,0.261,0.003,0.002,5093.0,3858.0,5192.0,4814.0,1.0,
last_stage_favours_fx|subject_id[111],-0.058,0.198,-0.486,0.316,0.003,0.002,6103.0,3782.0,6044.0,5342.0,1.0,
last_stage_favours_fx|subject_id[112],0.031,0.191,-0.351,0.431,0.003,0.003,5814.0,2794.0,6017.0,4750.0,1.0,
last_stage_favours_fx|subject_id[113],-0.018,0.201,-0.451,0.372,0.003,0.003,5386.0,3057.0,5608.0,4058.0,1.0,
last_stage_favours_fx|subject_id[114],-0.026,0.195,-0.454,0.355,0.002,0.003,6103.0,2959.0,6270.0,4591.0,1.0,
last_stage_favours_fx|subject_id[115],0.023,0.193,-0.377,0.405,0.002,0.003,6904.0,2787.0,6873.0,4928.0,1.0,
last_stage_favours_fx|subject_id[116],-0.087,0.19,-0.48,0.282,0.003,0.002,5381.0,4010.0,5516.0,5412.0,1.0,
last_stage_favours_fx|subject_id[117],0.007,0.191,-0.379,0.405,0.002,0.003,7177.0,2758.0,7371.0,5094.0,1.0,
last_stage_favours_fx|subject_id[118],-0.124,0.201,-0.556,0.252,0.003,0.002,4394.0,3249.0,4692.0,4699.0,1.0,
last_stage_favours_fx|subject_id[119],0.137,0.207,-0.239,0.572,0.003,0.003,4293.0,2706.0,4775.0,3918.0,1.0,
last_stage_favours_fx|subject_id[120],-0.116,0.209,-0.551,0.279,0.003,0.002,4508.0,3643.0,4718.0,5224.0,1.0,
last_stage_favours_fx|subject_id[121],-0.051,0.191,-0.452,0.321,0.002,0.002,7887.0,3815.0,8000.0,5594.0,1.0,
last_stage_favours_fx|subject_id[122],0.048,0.185,-0.32,0.435,0.002,0.002,7363.0,3370.0,7564.0,5123.0,1.0,
last_stage_favours_fx|subject_id[123],-0.022,0.201,-0.43,0.396,0.003,0.003,5259.0,3065.0,5385.0,4578.0,1.0,
last_stage_favours_fx|subject_id[124],0.004,0.206,-0.424,0.421,0.003,0.003,6050.0,3103.0,6109.0,4744.0,1.0,
last_stage_favours_fx|subject_id[125],-0.008,0.208,-0.429,0.428,0.003,0.002,6405.0,3494.0,6536.0,4971.0,1.0,
last_stage_favours_fx|subject_id[126],-0.029,0.19,-0.401,0.378,0.002,0.002,6858.0,3580.0,7038.0,5347.0,1.0,
last_stage_favours_fx|subject_id[127],-0.023,0.199,-0.416,0.395,0.003,0.003,5928.0,2954.0,6060.0,4063.0,1.0,
last_stage_favours_fx|subject_id[128],-0.139,0.205,-0.582,0.23,0.003,0.002,4471.0,3398.0,4726.0,4581.0,1.0,
last_stage_favours_fx|subject_id[129],0.034,0.198,-0.362,0.447,0.003,0.002,5531.0,3622.0,5675.0,4735.0,1.0,
last_stage_favours_fx|subject_id[130],0.182,0.215,-0.197,0.624,0.004,0.003,3498.0,3498.0,3601.0,4965.0,1.0,
last_stage_favours_fx|subject_id[131],-0.029,0.19,-0.431,0.353,0.002,0.002,6110.0,2917.0,6248.0,4920.0,1.0,
last_stage_favours_fx|subject_id[132],0.111,0.206,-0.28,0.543,0.004,0.003,3356.0,3356.0,3427.0,5070.0,1.0,
last_stage_favours_fx|subject_id[133],-0.002,0.199,-0.39,0.413,0.002,0.003,6389.0,3094.0,6511.0,4961.0,1.0,
last_stage_favours_fx|subject_id[134],0.125,0.207,-0.247,0.574,0.003,0.003,4494.0,3283.0,4704.0,4556.0,1.0,
last_stage_favours_fx|subject_id[135],-0.082,0.201,-0.515,0.293,0.003,0.003,6347.0,3132.0,6737.0,4276.0,1.0,
last_stage_favours_fx|subject_id[136],-0.015,0.208,-0.446,0.411,0.003,0.003,5535.0,2993.0,5549.0,4452.0,1.0,
last_stage_favours_fx|subject_id[137],0.145,0.203,-0.225,0.58,0.003,0.003,4295.0,2986.0,4527.0,5573.0,1.0,
last_stage_favours_fx|subject_id[138],0.011,0.192,-0.389,0.395,0.002,0.002,6813.0,3334.0,6826.0,5195.0,1.0,
last_stage_favours_fx|subject_id[139],0.077,0.192,-0.312,0.475,0.003,0.002,5496.0,3907.0,5444.0,5604.0,1.0,
last_stage_favours_fx|subject_id[140],0.033,0.207,-0.374,0.483,0.003,0.003,5757.0,3085.0,5965.0,4445.0,1.0,
last_stage_favours_fx|subject_id[141],0.054,0.19,-0.331,0.433,0.002,0.002,6424.0,3363.0,6579.0,5033.0,1.0,
last_stage_favours_fx|subject_id[142],0.073,0.198,-0.31,0.483,0.003,0.002,5654.0,3940.0,5967.0,5439.0,1.0,
last_stage_favours_fx|subject_id[143],-0.005,0.216,-0.446,0.446,0.003,0.003,5885.0,3451.0,5856.0,5619.0,1.0,
last_stage_favours_fx|subject_id[144],0.09,0.201,-0.295,0.508,0.003,0.002,6394.0,3694.0,6629.0,5510.0,1.0,
last_stage_favours_fx|subject_id[145],0.174,0.21,-0.186,0.624,0.003,0.002,4169.0,3551.0,4438.0,5312.0,1.0,
last_stage_favours_fx|subject_id[146],0.086,0.204,-0.312,0.515,0.003,0.003,4942.0,3039.0,5260.0,4950.0,1.0,
last_stage_favours_fx|subject_id[147],0.023,0.19,-0.368,0.408,0.002,0.002,7202.0,2991.0,7356.0,5051.0,1.0,
last_stage_favours_fx|subject_id[148],-0.192,0.21,-0.627,0.185,0.004,0.003,3356.0,3317.0,3377.0,4564.0,1.0,
last_stage_favours_fx|subject_id[149],-0.102,0.214,-0.555,0.307,0.003,0.003,3766.0,2224.0,4245.0,2613.0,1.0,
last_stage_favours_fx|subject_id[150],0.099,0.201,-0.29,0.517,0.003,0.002,5573.0,3457.0,5946.0,5209.0,1.0,
last_stage_favours_fx|subject_id[151],-0.172,0.202,-0.589,0.195,0.003,0.002,3677.0,3279.0,3824.0,4759.0,1.0,
last_stage_favours_fx|subject_id[152],-0.015,0.204,-0.43,0.409,0.002,0.003,7076.0,2957.0,7258.0,4861.0,1.0,
last_stage_favours_fx|subject_id[153],-0.025,0.2,-0.435,0.394,0.002,0.002,6847.0,3674.0,6898.0,5371.0,1.0,
last_stage_favours_fx|subject_id[154],-0.102,0.194,-0.539,0.247,0.003,0.002,5521.0,4073.0,5667.0,5861.0,1.0,
last_stage_favours_fx|subject_id[155],0.036,0.2,-0.367,0.454,0.003,0.003,6236.0,2889.0,6344.0,4554.0,1.0,
last_stage_favours_fx|subject_id[156],-0.12,0.202,-0.556,0.248,0.003,0.002,4831.0,3820.0,5021.0,4756.0,1.0,
last_stage_favours_fx|subject_id[157],0.103,0.201,-0.277,0.526,0.003,0.002,4550.0,3536.0,4686.0,5145.0,1.0,
last_stage_favours_fx|subject_id[158],0.144,0.201,-0.227,0.57,0.003,0.002,4078.0,3378.0,4261.0,4313.0,1.0,
last_stage_favours_fx|subject_id[159],0.156,0.214,-0.226,0.61,0.003,0.003,3979.0,3093.0,4199.0,3879.0,1.0,
last_stage_favours_fx|subject_id[160],-0.027,0.193,-0.441,0.345,0.002,0.002,6742.0,3406.0,6858.0,5333.0,1.0,
last_stage_favours_fx|subject_id[161],-0.067,0.199,-0.471,0.32,0.002,0.003,6630.0,3074.0,6887.0,4236.0,1.0,
last_stage_favours_fx|subject_id[162],0.042,0.19,-0.346,0.431,0.002,0.002,7315.0,3547.0,7291.0,5505.0,1.0,
last_stage_favours_fx|subject_id[163],0.086,0.198,-0.297,0.492,0.003,0.003,4581.0,2992.0,4766.0,4722.0,1.0,
last_stage_favours_fx|subject_id[164],-0.05,0.21,-0.477,0.391,0.003,0.003,4957.0,2882.0,5131.0,4098.0,1.0,
last_stage_favours_fx|subject_id[165],0.042,0.187,-0.315,0.448,0.002,0.002,6628.0,3940.0,6812.0,5448.0,1.0,
last_stage_favours_fx|subject_id[166],0.276,0.231,-0.108,0.755,0.005,0.003,2344.0,2344.0,2260.0,4364.0,1.0,
last_stage_favours_fx|subject_id[167],0.031,0.201,-0.377,0.441,0.003,0.002,4993.0,3308.0,5088.0,4677.0,1.0,
last_stage_favours_fx|subject_id[168],-0.041,0.202,-0.444,0.374,0.002,0.002,7152.0,3397.0,7387.0,4878.0,1.0,
last_stage_favours_fx|subject_id[169],-0.152,0.209,-0.601,0.224,0.003,0.002,3996.0,3862.0,4018.0,5213.0,1.0,
last_stage_favours_fx|subject_id[170],0.075,0.197,-0.302,0.495,0.003,0.002,5398.0,3645.0,5583.0,4665.0,1.0,
last_stage_favours_fx|subject_id[171],-0.005,0.217,-0.445,0.452,0.003,0.003,7476.0,2945.0,7497.0,5252.0,1.0,
last_stage_favours_fx|subject_id[172],0.145,0.209,-0.239,0.585,0.004,0.003,3486.0,2264.0,3851.0,3322.0,1.0,
last_stage_favours_fx|subject_id[173],-0.084,0.203,-0.513,0.308,0.003,0.002,5150.0,3418.0,5342.0,4933.0,1.0,
last_stage_favours_fx|subject_id[174],0.114,0.2,-0.254,0.553,0.003,0.002,5183.0,3297.0,5397.0,4784.0,1.0,
