,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
delta_ev_z|subject_id[120],-0.402,0.357,-1.091,0.294,0.005,0.004,4281.0,4281.0,4385.0,4880.0,1.0,
delta_ev_z|subject_id[121],0.862,0.53,-0.137,1.915,0.008,0.006,4188.0,3920.0,4238.0,4517.0,1.0,
delta_ev_z|subject_id[122],-1.505,0.258,-1.991,-0.989,0.004,0.003,3469.0,3469.0,3462.0,5412.0,1.0,
delta_ev_z|subject_id[123],0.036,0.421,-0.774,0.855,0.005,0.005,5905.0,3765.0,5959.0,5221.0,1.0,
delta_ev_z|subject_id[124],-1.399,0.408,-2.198,-0.601,0.006,0.004,4698.0,4698.0,4703.0,5269.0,1.0,
delta_ev_z|subject_id[125],-1.548,0.616,-2.733,-0.343,0.009,0.006,5017.0,5017.0,5013.0,4756.0,1.0,
delta_ev_z|subject_id[126],0.003,0.422,-0.82,0.822,0.006,0.005,4867.0,3914.0,4627.0,4776.0,1.0,
delta_ev_z|subject_id[127],-1.102,0.288,-1.672,-0.548,0.005,0.003,3796.0,3660.0,3783.0,4219.0,1.0,
delta_ev_z|subject_id[128],-0.661,0.321,-1.278,-0.03,0.005,0.004,3874.0,3874.0,3950.0,4575.0,1.0,
delta_ev_z|subject_id[129],1.43,0.578,0.35,2.611,0.007,0.005,6857.0,6277.0,6888.0,5482.0,1.0,
delta_ev_z|subject_id[130],0.384,0.476,-0.512,1.344,0.006,0.005,5751.0,4462.0,5874.0,5141.0,1.0,
delta_ev_z|subject_id[131],0.468,0.479,-0.429,1.436,0.007,0.005,5167.0,4577.0,5075.0,5485.0,1.0,
delta_ev_z|subject_id[132],1.499,0.593,0.391,2.714,0.008,0.006,5016.0,4654.0,5065.0,5087.0,1.0,
delta_ev_z|subject_id[133],0.312,0.471,-0.58,1.248,0.007,0.005,4616.0,3962.0,4555.0,4599.0,1.0,
delta_ev_z|subject_id[134],0.287,0.454,-0.592,1.206,0.006,0.005,5085.0,3948.0,5105.0,4670.0,1.0,
delta_ev_z|subject_id[135],-0.416,0.361,-1.098,0.314,0.005,0.004,4734.0,4734.0,4785.0,4751.0,1.0,
delta_ev_z|subject_id[136],-1.554,0.382,-2.322,-0.83,0.006,0.004,4631.0,4631.0,4617.0,4139.0,1.0,
delta_ev_z|subject_id[137],-0.039,0.425,-0.837,0.824,0.007,0.005,3772.0,3772.0,3906.0,3931.0,1.0,
delta_ev_z|subject_id[138],0.367,0.465,-0.499,1.284,0.007,0.005,4982.0,4020.0,5045.0,4774.0,1.0,
delta_ev_z|subject_id[139],0.424,0.487,-0.473,1.421,0.008,0.006,4212.0,3620.0,4263.0,4487.0,1.0,
delta_ev_z|subject_id[140],-1.276,0.365,-2.009,-0.581,0.006,0.004,4245.0,4245.0,4265.0,5361.0,1.0,
delta_ev_z|subject_id[141],-1.468,0.256,-1.953,-0.939,0.005,0.003,2874.0,2874.0,2876.0,4390.0,1.0,
delta_ev_z|subject_id[142],1.435,0.592,0.364,2.69,0.008,0.006,5417.0,4573.0,5571.0,4215.0,1.0,
delta_ev_z|subject_id[143],-1.356,0.582,-2.487,-0.25,0.008,0.006,5673.0,5079.0,5753.0,4881.0,1.0,
delta_ev_z|subject_id[144],1.486,0.599,0.31,2.62,0.009,0.007,4147.0,3985.0,4195.0,4845.0,1.0,
delta_ev_z|subject_id[145],0.162,0.428,-0.664,0.997,0.006,0.005,5475.0,3888.0,5532.0,4623.0,1.0,
delta_ev_z|subject_id[146],0.9,0.565,-0.154,2.037,0.008,0.006,4810.0,4356.0,4897.0,5218.0,1.0,
delta_ev_z|subject_id[147],0.528,0.5,-0.435,1.517,0.007,0.006,4570.0,3832.0,4681.0,4513.0,1.0,
delta_ev_z|subject_id[148],-1.537,0.241,-2.006,-1.05,0.005,0.003,2725.0,2684.0,2741.0,3361.0,1.0,
delta_ev_z|subject_id[149],1.446,0.579,0.364,2.655,0.007,0.006,6021.0,5463.0,6089.0,5435.0,1.0,
delta_ev_z|subject_id[150],-0.238,0.399,-1.034,0.542,0.007,0.005,3546.0,3546.0,3569.0,4308.0,1.0,
delta_ev_z|subject_id[151],-0.981,0.297,-1.553,-0.398,0.005,0.004,3248.0,3248.0,3251.0,4628.0,1.0,
delta_ev_z|subject_id[152],-1.025,0.326,-1.657,-0.388,0.005,0.004,4029.0,4029.0,4035.0,5056.0,1.0,
delta_ev_z|subject_id[153],1.114,0.557,0.039,2.224,0.007,0.006,6186.0,5062.0,6360.0,4833.0,1.0,
delta_ev_z|subject_id[154],-0.564,0.349,-1.227,0.118,0.006,0.004,3839.0,3839.0,3875.0,4716.0,1.0,
delta_ev_z|subject_id[155],-0.487,0.383,-1.23,0.263,0.007,0.005,2673.0,2673.0,2808.0,3184.0,1.0,
delta_ev_z|subject_id[156],1.401,0.609,0.242,2.602,0.009,0.007,4112.0,3733.0,4220.0,4108.0,1.0,
delta_ev_z|subject_id[157],1.492,0.603,0.327,2.672,0.009,0.007,4449.0,4192.0,4510.0,4986.0,1.0,
delta_ev_z|subject_id[158],-1.094,0.278,-1.619,-0.525,0.005,0.003,3183.0,3183.0,3209.0,3662.0,1.0,
delta_ev_z|subject_id[159],0.757,0.514,-0.168,1.849,0.008,0.006,4390.0,3416.0,4629.0,4014.0,1.0,
delta_ev_z|subject_id[160],-0.513,0.344,-1.2,0.138,0.005,0.004,4000.0,4000.0,4122.0,3984.0,1.0,
delta_ev_z|subject_id[161],-0.144,0.419,-0.942,0.68,0.006,0.005,4314.0,4314.0,4345.0,4726.0,1.0,
delta_ev_z|subject_id[162],-0.974,0.286,-1.525,-0.402,0.005,0.003,3651.0,3612.0,3640.0,4931.0,1.0,
delta_ev_z|subject_id[163],-0.564,0.356,-1.241,0.161,0.006,0.004,3869.0,3869.0,3872.0,4061.0,1.0,
delta_ev_z|subject_id[164],-1.527,0.496,-2.482,-0.547,0.007,0.005,4990.0,4990.0,4950.0,4419.0,1.0,
delta_ev_z|subject_id[165],0.475,0.481,-0.477,1.39,0.008,0.006,4006.0,3472.0,4051.0,4811.0,1.0,
delta_ev_z|subject_id[166],-1.511,0.245,-1.966,-1.003,0.004,0.003,3384.0,3384.0,3393.0,4700.0,1.0,
delta_ev_z|subject_id[167],1.356,0.635,0.116,2.583,0.011,0.008,3521.0,3230.0,3612.0,4269.0,1.0,
delta_ev_z|subject_id[168],0.476,0.483,-0.474,1.413,0.007,0.005,5500.0,4271.0,5618.0,5112.0,1.0,
delta_ev_z|subject_id[169],0.251,0.46,-0.663,1.13,0.007,0.005,4748.0,4008.0,4841.0,4556.0,1.0,
delta_ev_z|subject_id[170],2.547,0.738,1.159,3.999,0.013,0.009,3257.0,3161.0,3325.0,4158.0,1.0,
delta_ev_z|subject_id[171],-1.363,0.599,-2.568,-0.216,0.008,0.006,5281.0,5079.0,5302.0,5420.0,1.0,
delta_ev_z|subject_id[172],-0.143,0.408,-0.946,0.636,0.006,0.004,4851.0,4234.0,4911.0,4941.0,1.0,
delta_ev_z|subject_id[173],-0.304,0.376,-1.002,0.458,0.005,0.004,4730.0,4344.0,4877.0,4296.0,1.0,
delta_ev_z|subject_id[174],0.608,0.503,-0.322,1.651,0.007,0.005,5382.0,4460.0,5467.0,4761.0,1.0,
delta_ev_z|subject_id[175],-1.664,0.432,-2.528,-0.84,0.006,0.005,4680.0,4406.0,4696.0,4708.0,1.0,
delta_ev_z|subject_id[176],0.537,0.495,-0.414,1.499,0.007,0.005,5489.0,4456.0,5567.0,4827.0,1.0,
delta_ev_z|subject_id[177],-0.766,0.322,-1.38,-0.13,0.005,0.004,4028.0,4028.0,4065.0,5408.0,1.0,
duration_favours_fx|subject_id_sigma,0.057,0.042,0.0,0.138,0.001,0.001,2913.0,2913.0,2608.0,3337.0,1.0,1.0
duration_favours_fx|subject_id[0],-0.003,0.068,-0.148,0.148,0.001,0.001,5913.0,4315.0,6377.0,5128.0,1.0,
duration_favours_fx|subject_id[1],0.004,0.069,-0.144,0.153,0.001,0.001,6546.0,4148.0,6924.0,5526.0,1.0,
duration_favours_fx|subject_id[2],0.013,0.073,-0.131,0.181,0.001,0.001,4780.0,3521.0,5406.0,4581.0,1.0,
duration_favours_fx|subject_id[3],-0.001,0.069,-0.156,0.143,0.001,0.001,6071.0,4513.0,6005.0,5664.0,1.0,
duration_favours_fx|subject_id[4],0.004,0.068,-0.154,0.142,0.001,0.001,5681.0,4315.0,6013.0,5549.0,1.0,
duration_favours_fx|subject_id[5],0.012,0.07,-0.139,0.167,0.001,0.001,5747.0,4848.0,6209.0,5687.0,1.0,
duration_favours_fx|subject_id[6],-0.002,0.069,-0.146,0.148,0.001,0.001,5759.0,5310.0,5960.0,4899.0,1.0,
duration_favours_fx|subject_id[7],-0.006,0.068,-0.147,0.141,0.001,0.001,6416.0,4176.0,7191.0,5123.0,1.0,
duration_favours_fx|subject_id[8],-0.018,0.076,-0.183,0.141,0.001,0.001,5789.0,4058.0,6431.0,4951.0,1.0,
duration_favours_fx|subject_id[9],0.001,0.069,-0.139,0.163,0.001,0.001,6039.0,4592.0,7113.0,4635.0,1.0,
duration_favours_fx|subject_id[10],-0.004,0.07,-0.152,0.158,0.001,0.001,6772.0,4619.0,6566.0,5619.0,1.0,
duration_favours_fx|subject_id[11],0.003,0.067,-0.142,0.153,0.001,0.001,6056.0,5087.0,6258.0,5760.0,1.0,
duration_favours_fx|subject_id[12],0.018,0.072,-0.125,0.174,0.001,0.001,4960.0,3942.0,5408.0,4927.0,1.0,
duration_favours_fx|subject_id[13],-0.002,0.069,-0.15,0.155,0.001,0.001,6988.0,4814.0,7492.0,5869.0,1.0,
duration_favours_fx|subject_id[14],0.016,0.074,-0.122,0.186,0.001,0.001,4891.0,3498.0,5505.0,5028.0,1.0,
duration_favours_fx|subject_id[15],0.003,0.069,-0.154,0.156,0.001,0.001,6378.0,3762.0,7440.0,4636.0,1.0,
duration_favours_fx|subject_id[16],0.005,0.07,-0.142,0.165,0.001,0.001,6896.0,4291.0,7228.0,5692.0,1.0,
duration_favours_fx|subject_id[17],-0.002,0.07,-0.154,0.156,0.001,0.001,7133.0,4286.0,7904.0,5926.0,1.0,
duration_favours_fx|subject_id[18],-0.007,0.069,-0.153,0.149,0.001,0.001,5846.0,4812.0,5845.0,5423.0,1.0,
duration_favours_fx|subject_id[19],0.0,0.07,-0.143,0.161,0.001,0.001,5606.0,4162.0,6170.0,5321.0,1.0,
duration_favours_fx|subject_id[20],0.02,0.075,-0.12,0.192,0.001,0.001,5157.0,3415.0,6198.0,4885.0,1.0,
duration_favours_fx|subject_id[21],-0.008,0.069,-0.171,0.134,0.001,0.001,5730.0,4584.0,5891.0,5581.0,1.0,
duration_favours_fx|subject_id[22],0.011,0.069,-0.133,0.17,0.001,0.001,6432.0,4714.0,6572.0,6071.0,1.0,
duration_favours_fx|subject_id[23],-0.008,0.071,-0.168,0.136,0.001,0.001,5934.0,4129.0,6823.0,4557.0,1.0,
duration_favours_fx|subject_id[24],0.005,0.069,-0.131,0.174,0.001,0.001,6014.0,5051.0,6373.0,5432.0,1.0,
duration_favours_fx|subject_id[25],-0.001,0.067,-0.156,0.134,0.001,0.001,6839.0,4831.0,7055.0,4817.0,1.0,
duration_favours_fx|subject_id[26],-0.004,0.07,-0.147,0.157,0.001,0.001,5721.0,4497.0,5914.0,5409.0,1.0,
duration_favours_fx|subject_id[27],-0.005,0.071,-0.163,0.152,0.001,0.001,5975.0,4024.0,6538.0,5106.0,1.0,
duration_favours_fx|subject_id[28],-0.001,0.066,-0.147,0.136,0.001,0.001,6880.0,4567.0,6969.0,5422.0,1.0,
duration_favours_fx|subject_id[29],-0.005,0.068,-0.161,0.138,0.001,0.001,6414.0,4494.0,6998.0,5120.0,1.0,
duration_favours_fx|subject_id[30],-0.005,0.066,-0.156,0.132,0.001,0.001,6132.0,3940.0,6562.0,4799.0,1.0,
duration_favours_fx|subject_id[31],0.01,0.072,-0.132,0.173,0.001,0.001,5952.0,4394.0,6390.0,5443.0,1.0,
duration_favours_fx|subject_id[32],0.001,0.067,-0.142,0.147,0.001,0.001,5427.0,4084.0,5782.0,4889.0,1.0,
duration_favours_fx|subject_id[33],0.01,0.069,-0.139,0.158,0.001,0.001,5227.0,4491.0,5514.0,5129.0,1.0,
duration_favours_fx|subject_id[34],-0.005,0.071,-0.164,0.144,0.001,0.001,5188.0,4830.0,5291.0,5452.0,1.0,
duration_favours_fx|subject_id[35],-0.015,0.073,-0.172,0.134,0.001,0.001,5295.0,4240.0,6012.0,4598.0,1.0,
duration_favours_fx|subject_id[36],-0.003,0.067,-0.142,0.142,0.001,0.001,6197.0,4454.0,6551.0,5850.0,1.0,
duration_favours_fx|subject_id[37],0.004,0.07,-0.145,0.164,0.001,0.001,6936.0,3758.0,7058.0,5138.0,1.0,
duration_favours_fx|subject_id[38],-0.006,0.071,-0.17,0.142,0.001,0.001,5089.0,4799.0,5127.0,5067.0,1.0,
duration_favours_fx|subject_id[39],0.012,0.074,-0.129,0.18,0.001,0.001,5997.0,4653.0,6584.0,5634.0,1.0,
duration_favours_fx|subject_id[40],0.001,0.069,-0.145,0.154,0.001,0.001,5572.0,4597.0,5625.0,5473.0,1.0,
duration_favours_fx|subject_id[41],-0.003,0.069,-0.169,0.132,0.001,0.001,6148.0,5069.0,6151.0,5523.0,1.0,
duration_favours_fx|subject_id[42],-0.002,0.071,-0.15,0.158,0.001,0.001,6836.0,4807.0,7343.0,5776.0,1.0,
duration_favours_fx|subject_id[43],-0.003,0.069,-0.149,0.147,0.001,0.001,6827.0,4784.0,7081.0,5152.0,1.0,
duration_favours_fx|subject_id[44],0.004,0.07,-0.148,0.157,0.001,0.001,7151.0,4759.0,7467.0,5857.0,1.0,
duration_favours_fx|subject_id[45],0.01,0.069,-0.127,0.173,0.001,0.001,7619.0,4084.0,8367.0,5648.0,1.0,
duration_favours_fx|subject_id[46],0.02,0.073,-0.117,0.188,0.001,0.001,5190.0,3951.0,6213.0,4907.0,1.0,
duration_favours_fx|subject_id[47],-0.005,0.071,-0.169,0.145,0.001,0.001,6065.0,3387.0,6308.0,6118.0,1.0,
duration_favours_fx|subject_id[48],0.003,0.071,-0.144,0.17,0.001,0.001,5611.0,4113.0,5795.0,4696.0,1.0,
duration_favours_fx|subject_id[49],-0.004,0.07,-0.16,0.139,0.001,0.001,5322.0,4880.0,5423.0,5616.0,1.0,
duration_favours_fx|subject_id[50],-0.002,0.07,-0.162,0.142,0.001,0.001,6697.0,4498.0,6893.0,5426.0,1.0,
duration_favours_fx|subject_id[51],0.004,0.067,-0.137,0.152,0.001,0.001,6086.0,4209.0,6365.0,5162.0,1.0,
duration_favours_fx|subject_id[52],-0.012,0.069,-0.165,0.129,0.001,0.001,5988.0,4765.0,6269.0,5462.0,1.0,
duration_favours_fx|subject_id[53],0.008,0.07,-0.134,0.175,0.001,0.001,5500.0,4554.0,5752.0,5349.0,1.0,
duration_favours_fx|subject_id[54],-0.026,0.075,-0.21,0.104,0.001,0.001,4429.0,4323.0,4461.0,5161.0,1.0,
duration_favours_fx|subject_id[55],-0.002,0.071,-0.16,0.142,0.001,0.001,7064.0,4339.0,6999.0,5584.0,1.0,
duration_favours_fx|subject_id[56],-0.005,0.07,-0.16,0.137,0.001,0.001,6378.0,4728.0,6642.0,5664.0,1.0,
duration_favours_fx|subject_id[57],-0.005,0.069,-0.163,0.138,0.001,0.001,7258.0,4391.0,7546.0,5790.0,1.0,
duration_favours_fx|subject_id[58],-0.01,0.069,-0.167,0.126,0.001,0.001,5696.0,3772.0,6803.0,4983.0,1.0,
duration_favours_fx|subject_id[59],0.002,0.069,-0.147,0.147,0.001,0.001,5864.0,3508.0,6666.0,5595.0,1.0,
duration_favours_fx|subject_id[60],0.001,0.071,-0.137,0.168,0.001,0.001,5049.0,3281.0,5509.0,4953.0,1.0,
duration_favours_fx|subject_id[61],-0.012,0.071,-0.173,0.134,0.001,0.001,6174.0,3968.0,6925.0,4993.0,1.0,
duration_favours_fx|subject_id[62],0.0,0.069,-0.156,0.149,0.001,0.001,7128.0,4588.0,7670.0,6217.0,1.0,
duration_favours_fx|subject_id[63],-0.008,0.07,-0.167,0.131,0.001,0.001,6183.0,3938.0,7141.0,5518.0,1.0,
duration_favours_fx|subject_id[64],0.007,0.068,-0.126,0.172,0.001,0.001,6564.0,4532.0,7033.0,5607.0,1.0,
duration_favours_fx|subject_id[65],0.004,0.07,-0.14,0.16,0.001,0.001,5675.0,4302.0,5909.0,4987.0,1.0,
duration_favours_fx|subject_id[66],0.001,0.07,-0.157,0.151,0.001,0.001,6286.0,3779.0,6847.0,4816.0,1.0,
duration_favours_fx|subject_id[67],-0.012,0.07,-0.187,0.118,0.001,0.001,5284.0,3994.0,5284.0,5590.0,1.0,
duration_favours_fx|subject_id[68],0.006,0.07,-0.129,0.177,0.001,0.001,5750.0,3766.0,6208.0,4830.0,1.0,
duration_favours_fx|subject_id[69],-0.004,0.067,-0.146,0.151,0.001,0.001,5772.0,4627.0,5989.0,5128.0,1.0,
duration_favours_fx|subject_id[70],0.004,0.068,-0.143,0.157,0.001,0.001,7593.0,5513.0,7932.0,6455.0,1.0,
duration_favours_fx|subject_id[71],0.004,0.07,-0.135,0.165,0.001,0.001,6278.0,4915.0,6348.0,5487.0,1.0,
duration_favours_fx|subject_id[72],-0.0,0.07,-0.144,0.156,0.001,0.001,6036.0,3152.0,6665.0,5471.0,1.0,
duration_favours_fx|subject_id[73],-0.016,0.073,-0.181,0.131,0.001,0.001,5015.0,3993.0,5488.0,4556.0,1.0,
duration_favours_fx|subject_id[74],-0.004,0.069,-0.163,0.139,0.001,0.001,5445.0,5445.0,5488.0,5021.0,1.0,
duration_favours_fx|subject_id[75],-0.005,0.07,-0.162,0.147,0.001,0.001,6563.0,4098.0,6866.0,5639.0,1.0,
duration_favours_fx|subject_id[76],-0.011,0.072,-0.173,0.134,0.001,0.001,6141.0,4084.0,6743.0,5303.0,1.0,
duration_favours_fx|subject_id[77],0.003,0.07,-0.155,0.149,0.001,0.001,7009.0,4432.0,7314.0,5827.0,1.0,
duration_favours_fx|subject_id[78],0.013,0.07,-0.124,0.177,0.001,0.001,4803.0,3745.0,5353.0,4509.0,1.0,
duration_favours_fx|subject_id[79],0.004,0.071,-0.149,0.16,0.001,0.001,6896.0,4527.0,7094.0,5777.0,1.0,
duration_favours_fx|subject_id[80],-0.009,0.068,-0.159,0.131,0.001,0.001,5950.0,4317.0,6621.0,5254.0,1.0,
duration_favours_fx|subject_id[81],0.001,0.069,-0.146,0.151,0.001,0.001,5585.0,4390.0,6000.0,5282.0,1.0,
duration_favours_fx|subject_id[82],0.003,0.068,-0.136,0.162,0.001,0.001,5443.0,4198.0,5403.0,5305.0,1.0,
duration_favours_fx|subject_id[83],-0.005,0.068,-0.149,0.149,0.001,0.001,6565.0,4936.0,6807.0,6028.0,1.0,
duration_favours_fx|subject_id[84],0.01,0.069,-0.126,0.174,0.001,0.001,6516.0,4707.0,7062.0,5382.0,1.0,
duration_favours_fx|subject_id[85],-0.008,0.069,-0.164,0.132,0.001,0.001,6335.0,4138.0,6594.0,5602.0,1.0,
duration_favours_fx|subject_id[86],-0.015,0.072,-0.182,0.125,0.001,0.001,5286.0,3969.0,5726.0,4601.0,1.0,
duration_favours_fx|subject_id[87],0.011,0.07,-0.138,0.157,0.001,0.001,5151.0,3688.0,6561.0,4208.0,1.0,
duration_favours_fx|subject_id[88],0.006,0.067,-0.133,0.167,0.001,0.001,5800.0,4807.0,6044.0,5700.0,1.0,
duration_favours_fx|subject_id[89],0.002,0.068,-0.154,0.146,0.001,0.001,6420.0,4501.0,6621.0,5255.0,1.0,
duration_favours_fx|subject_id[90],0.006,0.068,-0.135,0.161,0.001,0.001,7190.0,5171.0,7629.0,6055.0,1.0,
duration_favours_fx|subject_id[91],-0.006,0.069,-0.158,0.139,0.001,0.001,7161.0,4733.0,7651.0,5975.0,1.0,
duration_favours_fx|subject_id[92],-0.019,0.072,-0.196,0.11,0.001,0.001,6803.0,5488.0,7215.0,5852.0,1.0,
duration_favours_fx|subject_id[93],-0.005,0.071,-0.163,0.143,0.001,0.001,5435.0,5003.0,5635.0,5030.0,1.0,
duration_favours_fx|subject_id[94],0.001,0.071,-0.164,0.148,0.001,0.001,6439.0,4000.0,6729.0,5486.0,1.0,
duration_favours_fx|subject_id[95],0.005,0.068,-0.136,0.16,0.001,0.001,6636.0,4304.0,7011.0,4600.0,1.0,
duration_favours_fx|subject_id[96],-0.003,0.069,-0.148,0.15,0.001,0.001,6251.0,4605.0,6379.0,5590.0,1.0,
duration_favours_fx|subject_id[97],-0.009,0.071,-0.174,0.137,0.001,0.001,6839.0,4787.0,7620.0,5779.0,1.0,
duration_favours_fx|subject_id[98],0.019,0.074,-0.129,0.183,0.001,0.001,5317.0,4076.0,6041.0,5462.0,1.0,
duration_favours_fx|subject_id[99],-0.001,0.067,-0.146,0.144,0.001,0.001,5644.0,4228.0,6308.0,4820.0,1.0,
duration_favours_fx|subject_id[100],0.008,0.069,-0.126,0.178,0.001,0.001,6003.0,4415.0,6286.0,5385.0,1.0,
duration_favours_fx|subject_id[101],-0.005,0.071,-0.17,0.138,0.001,0.001,6333.0,4468.0,6182.0,5386.0,1.0,
duration_favours_fx|subject_id[102],0.015,0.071,-0.117,0.189,0.001,0.001,5873.0,4697.0,6136.0,5751.0,1.0,
duration_favours_fx|subject_id[103],0.001,0.069,-0.154,0.145,0.001,0.001,7449.0,5065.0,7481.0,5734.0,1.0,
duration_favours_fx|subject_id[104],0.019,0.074,-0.13,0.185,0.001,0.001,6126.0,4550.0,6821.0,5181.0,1.0,
duration_favours_fx|subject_id[105],0.014,0.071,-0.129,0.175,0.001,0.001,5737.0,5051.0,5833.0,5869.0,1.0,
duration_favours_fx|subject_id[106],0.002,0.068,-0.158,0.141,0.001,0.001,5114.0,4450.0,5261.0,4720.0,1.0,
duration_favours_fx|subject_id[107],0.003,0.072,-0.15,0.156,0.001,0.001,5694.0,4482.0,6144.0,5398.0,1.0,
duration_favours_fx|subject_id[108],0.0,0.07,-0.144,0.164,0.001,0.001,6642.0,5233.0,6877.0,5896.0,1.0,
duration_favours_fx|subject_id[109],-0.004,0.068,-0.158,0.14,0.001,0.001,7060.0,5462.0,7334.0,5998.0,1.0,
duration_favours_fx|subject_id[110],-0.02,0.074,-0.19,0.112,0.001,0.001,5278.0,4177.0,5855.0,4962.0,1.0,
duration_favours_fx|subject_id[111],0.005,0.068,-0.136,0.153,0.001,0.001,7493.0,4689.0,7850.0,5890.0,1.0,
duration_favours_fx|subject_id[112],0.004,0.069,-0.137,0.163,0.001,0.001,5972.0,4233.0,5958.0,5693.0,1.0,
duration_favours_fx|subject_id[113],0.006,0.071,-0.141,0.168,0.001,0.001,6305.0,4369.0,6496.0,6206.0,1.0,
duration_favours_fx|subject_id[114],0.0,0.069,-0.149,0.154,0.001,0.001,7271.0,4244.0,7452.0,5946.0,1.0,
duration_favours_fx|subject_id[115],-0.003,0.067,-0.143,0.145,0.001,0.001,5704.0,4934.0,6117.0,4826.0,1.0,
duration_favours_fx|subject_id[116],-0.007,0.067,-0.152,0.146,0.001,0.001,6384.0,4463.0,6803.0,5558.0,1.0,
duration_favours_fx|subject_id[117],0.01,0.069,-0.126,0.162,0.001,0.001,5958.0,4880.0,6018.0,5579.0,1.0,
duration_favours_fx|subject_id[118],0.003,0.069,-0.149,0.154,0.001,0.001,6010.0,5047.0,5970.0,5906.0,1.0,
duration_favours_fx|subject_id[119],0.012,0.072,-0.13,0.18,0.001,0.001,6725.0,4782.0,7503.0,5611.0,1.0,
duration_favours_fx|subject_id[120],0.012,0.071,-0.127,0.181,0.001,0.001,5275.0,3614.0,6073.0,5058.0,1.0,
duration_favours_fx|subject_id[121],0.002,0.069,-0.14,0.16,0.001,0.001,5587.0,4659.0,5858.0,5778.0,1.0,
duration_favours_fx|subject_id[122],-0.003,0.067,-0.157,0.139,0.001,0.001,6513.0,4976.0,6763.0,5635.0,1.0,
duration_favours_fx|subject_id[123],-0.01,0.071,-0.177,0.124,0.001,0.001,6819.0,3974.0,7464.0,5846.0,1.0,
duration_favours_fx|subject_id[124],0.012,0.072,-0.138,0.168,0.001,0.001,5022.0,4388.0,4960.0,4702.0,1.0,
duration_favours_fx|subject_id[125],0.0,0.071,-0.16,0.152,0.001,0.001,6623.0,5121.0,7120.0,5619.0,1.0,
duration_favours_fx|subject_id[126],-0.009,0.067,-0.166,0.127,0.001,0.001,5898.0,5287.0,5946.0,5444.0,1.0,
duration_favours_fx|subject_id[127],0.002,0.07,-0.157,0.151,0.001,0.001,6524.0,4072.0,6934.0,5795.0,1.0,
duration_favours_fx|subject_id[128],-0.004,0.068,-0.144,0.15,0.001,0.001,6015.0,4951.0,6185.0,5164.0,1.0,
duration_favours_fx|subject_id[129],-0.007,0.069,-0.176,0.134,0.001,0.001,5503.0,4766.0,5693.0,5323.0,1.0,
duration_favours_fx|subject_id[130],-0.028,0.08,-0.202,0.119,0.001,0.001,4523.0,4237.0,5388.0,4777.0,1.0,
duration_favours_fx|subject_id[131],0.001,0.07,-0.145,0.158,0.001,0.001,4830.0,4345.0,5029.0,4975.0,1.0,
duration_favours_fx|subject_id[132],-0.003,0.069,-0.156,0.146,0.001,0.001,6421.0,3805.0,6866.0,5118.0,1.0,
duration_favours_fx|subject_id[133],-0.013,0.07,-0.178,0.122,0.001,0.001,5259.0,4067.0,5355.0,5211.0,1.0,
duration_favours_fx|subject_id[134],0.009,0.069,-0.136,0.161,0.001,0.001,6627.0,4531.0,7142.0,5251.0,1.0,
duration_favours_fx|subject_id[135],-0.012,0.071,-0.19,0.122,0.001,0.001,5552.0,4784.0,5866.0,5539.0,1.0,
duration_favours_fx|subject_id[136],-0.0,0.07,-0.16,0.15,0.001,0.001,6651.0,4777.0,6803.0,5486.0,1.0,
duration_favours_fx|subject_id[137],-0.0,0.068,-0.156,0.141,0.001,0.001,6581.0,4815.0,6738.0,6117.0,1.0,
duration_favours_fx|subject_id[138],-0.001,0.07,-0.157,0.156,0.001,0.001,6027.0,4046.0,6325.0,5447.0,1.0,
duration_favours_fx|subject_id[139],0.001,0.068,-0.151,0.148,0.001,0.001,6610.0,4643.0,7072.0,5402.0,1.0,
duration_favours_fx|subject_id[140],0.003,0.071,-0.139,0.169,0.001,0.001,6496.0,4037.0,6703.0,4993.0,1.0,
duration_favours_fx|subject_id[141],-0.002,0.071,-0.164,0.15,0.001,0.001,6336.0,3393.0,6873.0,5742.0,1.0,
duration_favours_fx|subject_id[142],0.004,0.069,-0.157,0.154,0.001,0.001,6695.0,3984.0,7148.0,5010.0,1.0,
duration_favours_fx|subject_id[143],0.002,0.07,-0.153,0.151,0.001,0.001,5882.0,4988.0,6216.0,5392.0,1.0,
duration_favours_fx|subject_id[144],0.0,0.07,-0.146,0.161,0.001,0.001,6976.0,4605.0,7206.0,5920.0,1.0,
duration_favours_fx|subject_id[145],-0.002,0.068,-0.153,0.145,0.001,0.001,7074.0,4451.0,7225.0,6067.0,1.0,
duration_favours_fx|subject_id[146],-0.006,0.071,-0.153,0.149,0.001,0.001,5208.0,4634.0,5687.0,5225.0,1.0,
duration_favours_fx|subject_id[147],0.008,0.068,-0.136,0.154,0.001,0.001,5690.0,4984.0,5751.0,5587.0,1.0,
duration_favours_fx|subject_id[148],0.009,0.072,-0.135,0.177,0.001,0.001,5533.0,4267.0,6683.0,5170.0,1.0,
duration_favours_fx|subject_id[149],0.006,0.069,-0.141,0.159,0.001,0.001,6047.0,4421.0,6383.0,5552.0,1.0,
duration_favours_fx|subject_id[150],0.011,0.069,-0.123,0.172,0.001,0.001,6604.0,4267.0,7051.0,5558.0,1.0,
