alpha,alpha_rec,b_last,b_last_rec,beta,beta_rec,bic,eta,eta_rec,model,nll,nll_rec,s_between,s_between_rec,subject,theta,theta_rec,w_between_altwise,w_between_altwise_rec,w_between_attwise,w_between_attwise_rec,wp,wp_rec
1.6359310767113728,1.5459305559811605,0.0084890125996957,-0.0082913386470947,24.123973432118746,38.11621844595306,154.1121211347289,,,twostagewithin,67.17277572214584,60.62949817547579,,,0,0.9358771015194516,0.5269878268751289,,,,,,
0.3916941615192834,0.3878697360837932,-0.0078192023932872,-0.0016718976232524,18.572547461394223,20.746385634878493,125.59104661851887,,,twostagewithin,52.91223846404083,51.073648365508674,,,1,1.0,0.8592396827468857,,,,,,
0.6497383668330132,0.693864427356451,-0.0202705379256648,-0.0316363558399331,49.16401950112449,59.43259984187832,83.0774889467493,,,twostagewithin,31.684237103060237,27.657117314009263,,,2,1.0,1.0,,,,,,
0.3293638824402126,0.2548651961029335,-0.0193742829504312,-0.031666912707635,52.26299761164089,53.906574022691046,59.23161081049108,,,twostagewithin,19.73252056002693,16.280087163097484,,,3,0.8201499354071619,0.626848914469678,,,,,,
1.208025638907165,1.0974176802416449,0.001343184931485,0.0104196156281027,35.94522146358377,23.87495891143518,137.45067373493427,,,twostagewithin,58.84205202224853,66.05103955241398,,,4,0.717456515717123,0.923831887154718,,,,,,
0.5176476179068864,0.5448733015892734,0.0068635078773471,-0.018319208871059,27.61793847273749,38.16408410943577,112.86719854898541,,,twostagewithin,46.5503144292741,35.12776885646113,,,5,0.8776224410082674,1.0,,,,,,
0.7871687268609879,0.7967343573565275,0.0292794727648829,0.0180061666017843,11.9764847870585,11.3913811246477,175.9514149369013,,,twostagewithin,78.09242262323204,79.9698246624962,,,6,1.0,1.0,,,,,,
0.2259022259760452,0.5740646338067393,0.1,0.1,1.7035591723788823,5.642858644571759,209.47159523606763,,,twostagewithin,94.8525127728152,90.26759409405652,,,7,1.0,0.3335166091718442,,,,,,
0.7301028406776301,0.6856113611680295,0.0190135803770405,0.0254800909494283,26.096165036195465,23.476515935137638,129.12892463224821,,,twostagewithin,54.681177470905496,56.35360799588355,,,8,1.0,1.0,,,,,,
1.1287160317003553,1.3586355641925243,-0.0008632596526232,-0.0084366100075179,19.806216025714637,20.11146856838342,161.83257568656987,,,twostagewithin,71.04733997702355,71.79484239870473,,,9,0.9211084541211044,0.920173937348477,,,,,,
2.636475067264377,2.563151329288926,0.0004085553285305,-0.0058080969069052,62.48723945273282,91.6409845604227,117.45842654480384,,,twostagewithin,48.84592842718331,38.55206579785897,,,10,0.7153506630287619,0.8031936020239347,,,,,,
