alpha,alpha_rec,b_last,b_last_rec,b_longer,b_longer_rec,beta,beta_rec,bic,epsilon,epsilon_rec,eta,eta_rec,gamma,gamma_rec,m_min,m_min_rec,model,nll,nll_rec,subject,theta,theta_rec,w_between_altwise,w_between_altwise_rec,w_between_attwise,w_between_attwise_rec,wp,wp_rec
0.8344376756053727,0.8522130861359452,0.006508456654463259,-0.009683618470164084,,,23.713854503032604,21.758178649468896,78.86473456554009,,,,,,,,,twostagewithin,30.935376798671324,32.87937498557816,0-alternatives,1.0,1.0,,,,,,
0.6352053003881626,0.6634449061147157,0.005317116509690046,-0.031824299973690975,,,11.993530171700293,10.181622426201052,101.39625685160246,,,,,,,,,twostagewithin,42.20113794170251,41.469208596560655,0-attributes,0.38090105692068243,0.7893802138262553,,,,,,
0.7780615552264745,0.7460417748260081,0.0342164456842079,0.017728350478380298,,,22.256653942904126,29.4386178287434,75.46761515301303,,,,,,,,,twostagewithin,29.236817092407797,25.53317219499719,1-alternatives,1.0,1.0,,,,,,
0.8213452852098179,0.88000294085361,-0.07765467068914178,0.035181748667888084,,,20.350600938343014,26.439921332504795,88.05863975797025,,,,,,,,,twostagewithin,35.53232939488641,31.896733639581598,1-attributes,0.6222611157399611,0.6875566906476724,,,,,,
0.7670318929274305,0.8470078530933559,0.007859882613249164,0.011494132202620633,,,20.6458919040593,15.650825701021597,81.39081614111629,,,,,,,,,twostagewithin,32.19841758645943,36.75516380972459,10-alternatives,1.0,1.0,,,,,,
0.48593641454531145,0.5173145884138842,-0.015228931210685371,0.03240661518001229,,,22.863304341366128,29.915837491763895,77.63622172465834,,,,,,,,,twostagewithin,30.32112037823045,31.06185311262276,10-attributes,0.4713902163036535,0.1207165630789881,,,,,,
0.5714763407986099,0.60437282098295,0.013302998553493303,0.02416022401766732,,,21.720014116687743,20.118962280385457,72.66426698795854,,,,,,,,,twostagewithin,27.835143009880554,29.30943750963125,100-alternatives,1.0,1.0,,,,,,
0.8115402926872064,0.7473728470184418,-0.06628169624496318,0.020103105645517608,,,34.37204226546329,32.396273372604476,85.83771001307777,,,,,,,,,twostagewithin,34.42186452244017,34.050799158823324,100-attributes,0.035026912494492995,0.07546976474250573,,,,,,
0.01717071421203282,0.0,0.02022493914055197,0.019823134147394474,,,12.6392362774616,13.98064420687945,52.929509211502065,,,,,,,,,twostagewithin,17.967764121652316,15.229229487674594,101-alternatives,1.0,1.0,,,,,,
0.0,0.09295281227839239,-0.01629448991676117,-0.0683062246070925,,,11.414622276775042,13.19532862793379,57.93522424219101,,,,,,,,,twostagewithin,20.47062163699679,22.44251782506973,101-attributes,0.8897576936729521,0.7833455378999694,,,,,,
