alpha,alpha_rec,b_last,b_last_rec,b_longer,b_longer_rec,beta,beta_rec,bic,epsilon,epsilon_rec,eta,eta_rec,gamma,gamma_rec,m_min,m_min_rec,model,nll,nll_rec,subject,theta,theta_rec,w_between_altwise,w_between_altwise_rec,w_between_attwise,w_between_attwise_rec,wp,wp_rec
0.7384336991084227,0.7393884350700924,0.0147996109038484,0.03024667712555,,,13.033422026730852,17.484383504209088,171.93831656423652,,,,,,,,,twostagewithin,76.08587343689965,66.91822350373347,0,1.0,1.0,,,,,,
0.797980321865721,0.8756366350894704,0.0380078627419685,0.0498294643482436,,,18.819525744813284,20.36893397778765,150.1009708358664,,,,,,,,,twostagewithin,65.16720057271459,62.616294134419554,1,1.0,1.0,,,,,,
0.509471038328602,0.5035010018991567,0.0266645694225217,0.0694848145707535,,,19.40619775939454,19.086099416762515,132.2411756992937,,,,,,,,,twostagewithin,56.23730300442825,53.917872896968895,2,1.0,0.9898541267714226,,,,,,
0.4641101247650578,0.5187177982943455,-0.0081472840804558,0.0290566418419102,,,22.078274301950355,24.78384443781784,120.35045902917093,,,,,,,,,twostagewithin,50.291944669366856,47.4543683527135,3,1.0,1.0,,,,,,
1.5911652148860298,1.79944025203145,0.0026488039541872,0.0089887368922876,,,14.825381090373444,21.172972416208232,185.9435911361167,,,,,,,,,twostagewithin,83.08851072283974,80.75694796318717,4,0.6179541375493698,0.2272108714953304,,,,,,
2.448958643248188,2.404179956591545,0.0083064621803055,0.0099588653951154,,,92.32111522948784,100.0,95.59340169548977,,,,,,,,,twostagewithin,37.91341600252628,32.494058387979045,5,0.5809942783549455,0.8295295477092837,,,,,,
0.507486410582834,0.5667434551980863,-0.0046760638727572,-0.0129645534351137,,,45.62753793761403,47.600739335931216,75.6161365605603,,,,,,,,,twostagewithin,27.92478343506155,30.068688061536527,6,1.0,1.0,,,,,,
0.8833596953054785,0.8158727094278386,-0.0178736748000655,-0.0092520683325353,,,21.24719439391861,27.840947166578,152.02105059164126,,,,,,,,,twostagewithin,66.12724045060202,59.09057803133406,7,1.0,0.8292810913777471,,,,,,
0.4678278969801654,0.4571002197068749,0.0022026339592689,-0.0209328755467883,,,25.995493101714743,31.90563731936236,107.78331332919862,,,,,,,,,twostagewithin,44.0083718193807,36.53044702300173,8,1.0,1.0,,,,,,
0.6065781864799228,0.6028925132185946,0.0101759163868935,-0.0055995642174042,,,17.513973814994444,16.922786271952113,148.60359448162586,,,,,,,,,twostagewithin,64.41851239559432,65.91208497048007,10,1.0,1.0,,,,,,
1.2467854298020902,1.067938996455115,-0.0142597331520129,0.0012067965031318,,,29.455572988407084,34.967920546461706,143.7924016203548,,,,,,,,,twostagewithin,62.01291596495879,58.5004639623366,11,0.9084101683894026,0.7355398696418662,,,,,,
0.5694190728553334,0.5215856172927119,0.0331009583412377,0.0446632317854688,,,17.271860802052977,14.606472504227094,144.48411991747238,,,,,,,,,twostagewithin,62.37311209247481,65.63574756609636,12,1.0,1.0,,,,,,
1.6841945287153433,1.6357508824298823,0.0375678046077529,0.0386886766792121,,,14.58034056908851,14.000276660020033,185.10551018449968,,,,,,,,,twostagewithin,82.66947024703123,77.96614495704907,13,0.4551167586447323,1.0,,,,,,
0.7495040416285894,0.7635172555781867,-0.0030980372455754,-0.010018667446448,,,34.315146960674454,43.77331497730103,113.34756728816055,,,,,,,,,twostagewithin,46.79049879886167,41.65228201301772,14,1.0,0.8553573516796764,,,,,,
0.5230331155856948,0.5677214398069954,0.0154957844370123,0.0100887235978292,,,32.33179565159808,35.44698412013799,102.85694791090614,,,,,,,,,twostagewithin,41.54518911023446,38.7330741952966,16,0.8431459496917725,0.964491357170278,,,,,,
0.6654698403484709,0.8868393038808116,0.0177436029673668,0.0244290063118424,,,12.08430210368082,9.405605874329844,171.49144054319444,,,,,,,,,twostagewithin,75.92041050012512,81.99030931097259,17,0.880669326878726,1.0,,,,,,
0.9294165175147352,1.0348491827363766,-0.0085343472356617,-0.0121788408752884,,,47.82030361132804,67.27876618292093,108.44948866186041,,,,,,,,,twostagewithin,44.3414594857116,37.92669279782983,18,0.895038953452611,0.9058525507730792,,,,,,
1.0403374875552682,1.0685969630576229,-0.0024799777115715,0.0050623641215632,,,62.49610457330643,58.08593032216255,98.2029557393212,,,,,,,,,twostagewithin,39.23253000339921,42.83753075455229,19,1.0,0.8984082163252646,,,,,,
0.4786068819855779,0.420718619041491,-0.01469777295414,-0.0040284789130515,,,29.956644666110776,28.55234994475171,99.16335144717698,,,,,,,,,twostagewithin,39.69839087836988,38.30269436696095,20,1.0,1.0,,,,,,
0.8961042658647179,0.8198621495620487,-0.0029049103988128,-0.0198053249859069,,,44.54854675167146,50.69388533235967,107.04093766794011,,,,,,,,,twostagewithin,43.637183988751445,37.8044484057049,21,1.0,0.912461106570262,,,,,,
0.3621313699053899,0.2176852411234249,0.017179288300699,0.0537043527093906,,,19.43699141924081,16.16993125266074,127.86323482715233,,,,,,,,,twostagewithin,54.04833256835755,53.13723955073657,22,0.7240307806720169,0.5181284097519246,,,,,,
0.5120458040767768,0.6655017272434353,-0.0137777786248003,-0.0077818447703059,,,27.857252172265827,40.26613508945626,107.85184503272879,,,,,,,,,twostagewithin,44.04263767114579,38.35493283628249,23,1.0,1.0,,,,,,
1.1213574975221934,1.0534982105448765,0.0026177622473288,-0.0022536261330773,,,56.13390775120192,70.81099720333391,109.39236617347103,,,,,,,,,twostagewithin,44.812898241516905,38.928198798052456,25,0.8791471059572409,0.759596985767573,,,,,,
0.2393995899501478,0.2923411010879164,-0.0150433265170808,-0.0228091019970155,,,26.096688249185306,44.31302900852696,74.42285872838303,,,,,,,,,twostagewithin,27.328144518972906,19.369548779161992,26,1.0,0.9084912724542372,,,,,,
1.025326393950779,1.0964163930648856,-0.0078532564725012,-0.012326785027402,,,41.20778252388042,46.32086477100684,124.73252792365582,,,,,,,,,twostagewithin,52.4829791166093,52.184323363111055,27,0.8142440264584776,0.6278771194463612,,,,,,
0.818940729064111,0.7931337314642561,0.0007957359754569,0.0057225425372255,,,36.335486529158345,27.55662820513777,119.23324998360852,,,,,,,,,twostagewithin,49.73334014658565,60.92212106354923,28,0.86131860152727,0.6769242327888344,,,,,,
0.5398054205129225,0.5267269127907053,-0.0270950143755733,-0.0391996428809601,,,15.386922056370553,19.806671632742564,157.41361191522418,,,,,,,,,twostagewithin,68.82352111239348,57.54523280421,29,0.8917480018996309,1.0,,,,,,
0.5115784487350833,0.5147449598005778,0.0014666017236554,-0.0114724783636714,,,29.89667449289648,32.64335255736721,102.1107013748096,,,,,,,,,twostagewithin,41.18640282114342,44.52443735633194,30,1.0,0.7002232281860247,,,,,,
